,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030,auto_Unnamed: 0,auto_StartDate,auto_EndDate,auto_q0001,auto_q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,auto_q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,auto_q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,auto_q0013,auto_q0014,auto_q0015,auto_q0017,auto_q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,auto_q0022,auto_q0024,q0025_0001,q0025_0002,q0025_0003,auto_q0026,auto_q0028,auto_q0029,auto_q0030,auto_q0034,auto_q0035,auto_q0036,auto_race2,auto_racethn4,auto_educ3,auto_educ4,auto_age3,auto_kids,auto_orientation,auto_weight
11,0.6666666666666666,0.3333333333333333,0,0,1.0,1,0.3333333333333333,2,11,11,11,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,7,3,4,2,1,1,1,1,0,0,1,11
12,1.0,0.6666666666666666,0,0,1.0,1,0.6666666666666666,2,12,12,12,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,8,6,4,3,1,1,0,0,0,0,1,12
13,1.0,1.0,1,1,1.0,0,0.3333333333333333,5,13,13,13,1,2,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,2,1,0,0,1,3,1,5,7,5,4,0,3,1,1,2,1,1,13
14,0.0,0.0,0,0,1.0,1,0.3333333333333333,1,14,14,14,2,3,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,3,9,8,6,3,1,1,2,3,2,0,1,14
15,0.6666666666666666,0.6666666666666666,0,1,1.0,1,1.0,2,15,15,15,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,2,10,8,4,3,1,1,0,2,1,1,1,15
16,0.6666666666666666,0.3333333333333333,1,1,0.5,1,1.0,3,16,16,16,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,2,11,1,2,0,1,1,0,2,0,1,0,16
17,0.6666666666666666,0.3333333333333333,1,0,1.0,1,0.6666666666666666,3,17,17,17,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,1,1,1,0,12,5,2,0,1,1,0,0,0,0,1,17
18,1.0,0.6666666666666666,1,1,1.0,1,0.6666666666666666,2,18,18,18,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,8,1,4,0,1,1,0,0,1,1,1,18
19,0.6666666666666666,0.6666666666666666,0,0,1.0,0,0.3333333333333333,5,19,19,19,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,5,7,3,0,0,3,2,3,0,0,1,19
20,0.3333333333333333,0.6666666666666666,0,0,1.0,0,0.3333333333333333,5,20,20,20,3,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,3,0,0,1,1,3,1,6,7,3,2,0,3,1,1,1,0,1,20
21,0.6666666666666666,0.6666666666666666,1,1,1.0,1,1.0,5,21,21,21,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,3,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,0,0,1,1,2,13,8,7,0,1,1,0,2,0,1,1,21
22,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.6666666666666666,3,22,22,22,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,12,6,2,3,1,1,0,0,0,1,1,22
23,1.0,0.6666666666666666,1,1,1.0,1,0.6666666666666666,4,23,9,23,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,14,3,8,0,1,1,0,0,0,1,1,23
24,1.0,0.3333333333333333,0,0,1.0,1,1.0,3,24,23,24,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,2,2,5,1,0,1,1,0,2,1,0,1,5
25,0.6666666666666666,0.3333333333333333,1,1,1.0,1,1.0,1,25,24,25,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,2,15,2,0,0,1,1,0,2,1,1,1,24
26,0.3333333333333333,0.6666666666666666,0,1,1.0,1,0.6666666666666666,4,26,25,26,3,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,1,0,1,1,0,14,3,8,0,1,1,0,0,1,1,1,25
27,0.0,0.0,0,1,1.0,1,0.3333333333333333,4,27,26,27,2,3,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,14,7,8,0,1,1,1,1,1,1,1,26
28,1.0,0.6666666666666666,0,1,1.0,1,1.0,1,28,27,28,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,2,0,4,0,3,1,1,0,2,1,1,1,27
29,0.3333333333333333,0.6666666666666666,0,0,1.0,1,1.0,5,29,28,29,3,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,2,13,5,7,0,1,1,0,2,1,0,1,21
30,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.3333333333333333,4,30,29,30,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,1,14,9,8,0,1,1,1,1,0,1,1,28
31,0.6666666666666666,0.6666666666666666,0,0,1.0,0,0.3333333333333333,1,31,30,31,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,3,16,0,0,4,0,2,2,3,2,0,1,29
32,0.3333333333333333,0.3333333333333333,0,1,1.0,1,0.0,5,32,31,32,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,5,8,3,4,1,1,2,3,0,1,1,30
33,0.6666666666666666,0.6666666666666666,0,0,1.0,1,1.0,5,33,32,33,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,17,9,3,0,1,1,0,2,1,0,1,21
34,1.0,0.6666666666666666,1,1,1.0,1,0.6666666666666666,3,34,10,34,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,18,5,1,0,1,1,0,0,0,1,1,31
35,0.6666666666666666,0.6666666666666666,1,1,1.0,1,0.3333333333333333,3,35,33,35,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,1,1,3,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,3,11,3,2,0,1,1,2,3,0,1,1,32
36,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.3333333333333333,5,36,34,36,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,17,9,3,0,1,1,1,1,0,1,1,33
37,1.0,0.3333333333333333,0,1,1.0,1,0.6666666666666666,4,37,34,37,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,19,2,7,3,1,1,0,0,1,1,1,34
38,0.3333333333333333,0.3333333333333333,0,1,1.0,0,0.3333333333333333,2,38,35,38,3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,1,4,3,7,7,4,1,0,2,2,3,0,1,1,35
39,0.6666666666666666,0.3333333333333333,0,1,1.0,1,0.6666666666666666,5,39,36,39,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,0,17,9,3,2,1,1,0,0,1,1,1,36
40,0.3333333333333333,0.3333333333333333,0,0,1.0,1,1.0,5,40,37,40,3,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,17,1,3,0,1,1,0,2,0,0,1,37
41,0.6666666666666666,0.3333333333333333,1,1,1.0,1,0.6666666666666666,5,41,38,41,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,20,9,7,0,1,1,0,0,1,1,1,38
42,1.0,0.6666666666666666,1,0,1.0,1,1.0,4,42,39,42,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,2,14,10,8,2,1,1,0,2,0,0,1,39
43,1.0,1.0,0,1,1.0,1,0.3333333333333333,4,43,40,43,1,2,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,14,9,8,1,1,1,1,1,1,1,1,26
44,0.6666666666666666,0.0,1,1,1.0,1,0.3333333333333333,2,44,41,44,0,3,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,4,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,1,5,8,1,4,0,1,1,1,1,1,1,1,40
45,0.3333333333333333,0.3333333333333333,0,1,1.0,1,0.3333333333333333,5,45,42,45,3,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,1,1,3,6,3,3,0,1,1,2,3,1,1,1,41
46,0.3333333333333333,0.3333333333333333,1,1,1.0,1,1.0,3,46,43,46,3,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,2,0,3,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,2,1,0,0,1,1,2,2,1,1,4,1,1,0,2,2,1,1,42
47,1.0,0.6666666666666666,0,1,1.0,1,0.6666666666666666,5,47,44,46,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,6,9,3,4,1,1,0,0,1,1,1,43
48,0.6666666666666666,0.6666666666666666,0,0,1.0,1,0.6666666666666666,5,48,45,47,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,6,7,3,1,1,1,0,0,0,0,1,44
49,0.3333333333333333,0.6666666666666666,1,0,1.0,0,1.0,2,49,46,48,3,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,3,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,2,8,1,4,4,0,0,0,2,2,0,1,45
50,0.6666666666666666,0.3333333333333333,1,1,1.0,1,1.0,5,50,47,49,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,1,1,2,17,7,3,0,1,1,0,2,1,1,1,21
51,1.0,0.6666666666666666,0,0,0.0,1,0.3333333333333333,3,51,48,50,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,7,1,0,1,1,1,1,0,0,0,46
52,0.6666666666666666,0.0,0,1,1.0,1,0.6666666666666666,5,52,49,49,0,3,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,2,0,1,0,1,1,0,17,9,3,0,1,1,0,0,1,1,1,36
53,0.6666666666666666,0.3333333333333333,0,1,1.0,1,0.3333333333333333,5,53,50,51,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3,0,1,0,1,1,3,17,1,7,0,1,1,2,3,0,1,1,47
